Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=300.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=3, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  3 	 Train loss 1.0330 	 LR 0.0099 	 Train images 400 	 Round   1
Device  3 	 Train loss 1.4987 	 LR 0.0098 	 Train images 400 	 Round   2
Device  3 	 Train loss 1.8312 	 LR 0.0097 	 Train images 400 	 Round   3
Device  3 	 Train loss 0.7087 	 LR 0.0096 	 Train images 400 	 Round   4
Device  3 	 Train loss 0.4105 	 LR 0.0095 	 Train images 400 	 Round   5
Device  3 	 Train loss 0.4757 	 LR 0.0094 	 Train images 400 	 Round   6
Device  3 	 Train loss 0.6136 	 LR 0.0093 	 Train images 400 	 Round   7
Device  3 	 Train loss 0.4232 	 LR 0.0092 	 Train images 400 	 Round   8
Device  3 	 Train loss 0.3422 	 LR 0.0091 	 Train images 400 	 Round   9
Device  3 	 Train loss 0.3557 	 LR 0.0090 	 Train images 400 	 Round  10
Device  3 	 Train loss 0.3456 	 LR 0.0090 	 Train images 400 	 Round  11
Device  3 	 Train loss 0.3171 	 LR 0.0089 	 Train images 400 	 Round  12
Device  3 	 Train loss 0.3146 	 LR 0.0088 	 Train images 400 	 Round  13
Device  3 	 Train loss 0.2943 	 LR 0.0087 	 Train images 400 	 Round  14
Device  3 	 Train loss 0.2795 	 LR 0.0086 	 Train images 400 	 Round  15
Device  3 	 Train loss 0.2876 	 LR 0.0085 	 Train images 400 	 Round  16
Device  3 	 Train loss 0.2881 	 LR 0.0084 	 Train images 400 	 Round  17
Device  3 	 Train loss 0.2670 	 LR 0.0083 	 Train images 400 	 Round  18
Device  3 	 Train loss 0.2595 	 LR 0.0083 	 Train images 400 	 Round  19
Device  3 	 Train loss 0.2533 	 LR 0.0082 	 Train images 400 	 Round  20
Device  3 	 Train loss 0.2345 	 LR 0.0081 	 Train images 400 	 Round  21
Device  3 	 Train loss 0.2390 	 LR 0.0080 	 Train images 400 	 Round  22
Device  3 	 Train loss 0.2330 	 LR 0.0079 	 Train images 400 	 Round  23
Device  3 	 Train loss 0.2379 	 LR 0.0079 	 Train images 400 	 Round  24
Device  3 	 Train loss 0.2351 	 LR 0.0078 	 Train images 400 	 Round  25
Device  3 	 Train loss 0.2279 	 LR 0.0077 	 Train images 400 	 Round  26
Device  3 	 Train loss 0.2123 	 LR 0.0076 	 Train images 400 	 Round  27
Device  3 	 Train loss 0.2195 	 LR 0.0075 	 Train images 400 	 Round  28
Device  3 	 Train loss 0.2336 	 LR 0.0075 	 Train images 400 	 Round  29
Device  3 	 Train loss 0.2072 	 LR 0.0074 	 Train images 400 	 Round  30
Device  3 	 Train loss 0.2113 	 LR 0.0073 	 Train images 400 	 Round  31
Device  3 	 Train loss 0.2036 	 LR 0.0072 	 Train images 400 	 Round  32
Device  3 	 Train loss 0.2120 	 LR 0.0072 	 Train images 400 	 Round  33
Device  3 	 Train loss 0.2011 	 LR 0.0071 	 Train images 400 	 Round  34
Device  3 	 Train loss 0.2093 	 LR 0.0070 	 Train images 400 	 Round  35
Device  3 	 Train loss 0.2039 	 LR 0.0070 	 Train images 400 	 Round  36
Device  3 	 Train loss 0.2068 	 LR 0.0069 	 Train images 400 	 Round  37
Device  3 	 Train loss 0.1973 	 LR 0.0068 	 Train images 400 	 Round  38
Device  3 	 Train loss 0.1928 	 LR 0.0068 	 Train images 400 	 Round  39
Device  3 	 Train loss 0.1887 	 LR 0.0067 	 Train images 400 	 Round  40
Device  3 	 Train loss 0.1953 	 LR 0.0066 	 Train images 400 	 Round  41
Device  3 	 Train loss 0.1838 	 LR 0.0066 	 Train images 400 	 Round  42
Device  3 	 Train loss 0.1983 	 LR 0.0065 	 Train images 400 	 Round  43
Device  3 	 Train loss 0.2027 	 LR 0.0064 	 Train images 400 	 Round  44
Device  3 	 Train loss 0.1973 	 LR 0.0064 	 Train images 400 	 Round  45
Device  3 	 Train loss 0.1881 	 LR 0.0063 	 Train images 400 	 Round  46
Device  3 	 Train loss 0.2027 	 LR 0.0062 	 Train images 400 	 Round  47
Device  3 	 Train loss 0.1902 	 LR 0.0062 	 Train images 400 	 Round  48
Device  3 	 Train loss 0.1874 	 LR 0.0061 	 Train images 400 	 Round  49
Device  3 	 Train loss 0.1941 	 LR 0.0061 	 Train images 400 	 Round  50
Device  3 	 Train loss 0.1841 	 LR 0.0060 	 Train images 400 	 Round  51
Device  3 	 Train loss 0.1835 	 LR 0.0059 	 Train images 400 	 Round  52
Device  3 	 Train loss 0.1939 	 LR 0.0059 	 Train images 400 	 Round  53
Device  3 	 Train loss 0.1766 	 LR 0.0058 	 Train images 400 	 Round  54
Device  3 	 Train loss 0.1829 	 LR 0.0058 	 Train images 400 	 Round  55
Device  3 	 Train loss 0.1862 	 LR 0.0057 	 Train images 400 	 Round  56
Device  3 	 Train loss 0.1834 	 LR 0.0056 	 Train images 400 	 Round  57
Device  3 	 Train loss 0.1885 	 LR 0.0056 	 Train images 400 	 Round  58
Device  3 	 Train loss 0.1803 	 LR 0.0055 	 Train images 400 	 Round  59
Device  3 	 Train loss 0.1855 	 LR 0.0055 	 Train images 400 	 Round  60
Device  3 	 Train loss 0.1815 	 LR 0.0054 	 Train images 400 	 Round  61
Device  3 	 Train loss 0.1664 	 LR 0.0054 	 Train images 400 	 Round  62
Device  3 	 Train loss 0.1799 	 LR 0.0053 	 Train images 400 	 Round  63
Device  3 	 Train loss 0.1737 	 LR 0.0053 	 Train images 400 	 Round  64
Device  3 	 Train loss 0.1803 	 LR 0.0052 	 Train images 400 	 Round  65
Device  3 	 Train loss 0.1751 	 LR 0.0052 	 Train images 400 	 Round  66
Device  3 	 Train loss 0.1837 	 LR 0.0051 	 Train images 400 	 Round  67
Device  3 	 Train loss 0.1812 	 LR 0.0050 	 Train images 400 	 Round  68
Device  3 	 Train loss 0.1809 	 LR 0.0050 	 Train images 400 	 Round  69
Device  3 	 Train loss 0.1695 	 LR 0.0049 	 Train images 400 	 Round  70
Device  3 	 Train loss 0.1818 	 LR 0.0049 	 Train images 400 	 Round  71
Device  3 	 Train loss 0.1753 	 LR 0.0048 	 Train images 400 	 Round  72
Device  3 	 Train loss 0.1730 	 LR 0.0048 	 Train images 400 	 Round  73
Device  3 	 Train loss 0.1691 	 LR 0.0048 	 Train images 400 	 Round  74
Device  3 	 Train loss 0.1823 	 LR 0.0047 	 Train images 400 	 Round  75
Device  3 	 Train loss 0.1759 	 LR 0.0047 	 Train images 400 	 Round  76
Device  3 	 Train loss 0.1726 	 LR 0.0046 	 Train images 400 	 Round  77
Device  3 	 Train loss 0.1753 	 LR 0.0046 	 Train images 400 	 Round  78
Device  3 	 Train loss 0.1711 	 LR 0.0045 	 Train images 400 	 Round  79
Device  3 	 Train loss 0.1821 	 LR 0.0045 	 Train images 400 	 Round  80
Device  3 	 Train loss 0.1807 	 LR 0.0044 	 Train images 400 	 Round  81
Device  3 	 Train loss 0.1792 	 LR 0.0044 	 Train images 400 	 Round  82
Device  3 	 Train loss 0.1736 	 LR 0.0043 	 Train images 400 	 Round  83
Device  3 	 Train loss 0.1671 	 LR 0.0043 	 Train images 400 	 Round  84
Device  3 	 Train loss 0.1760 	 LR 0.0043 	 Train images 400 	 Round  85
Device  3 	 Train loss 0.1726 	 LR 0.0042 	 Train images 400 	 Round  86
Device  3 	 Train loss 0.1722 	 LR 0.0042 	 Train images 400 	 Round  87
Device  3 	 Train loss 0.1804 	 LR 0.0041 	 Train images 400 	 Round  88
Device  3 	 Train loss 0.1782 	 LR 0.0041 	 Train images 400 	 Round  89
Device  3 	 Train loss 0.1829 	 LR 0.0040 	 Train images 400 	 Round  90
Device  3 	 Train loss 0.1724 	 LR 0.0040 	 Train images 400 	 Round  91
Device  3 	 Train loss 0.1709 	 LR 0.0040 	 Train images 400 	 Round  92
Device  3 	 Train loss 0.1721 	 LR 0.0039 	 Train images 400 	 Round  93
Device  3 	 Train loss 0.1736 	 LR 0.0039 	 Train images 400 	 Round  94
Device  3 	 Train loss 0.1766 	 LR 0.0038 	 Train images 400 	 Round  95
Device  3 	 Train loss 0.1643 	 LR 0.0038 	 Train images 400 	 Round  96
Device  3 	 Train loss 0.1717 	 LR 0.0038 	 Train images 400 	 Round  97
Device  3 	 Train loss 0.1712 	 LR 0.0037 	 Train images 400 	 Round  98
Device  3 	 Train loss 0.1883 	 LR 0.0037 	 Train images 400 	 Round  99
Device  3 	 Train loss 0.1669 	 LR 0.0037 	 Train images 400 	 Round 100
Device  3 	 Train loss 0.1755 	 LR 0.0036 	 Train images 400 	 Round 101
Device  3 	 Train loss 0.1732 	 LR 0.0036 	 Train images 400 	 Round 102
Device  3 	 Train loss 0.1707 	 LR 0.0036 	 Train images 400 	 Round 103
Device  3 	 Train loss 0.1831 	 LR 0.0035 	 Train images 400 	 Round 104
Device  3 	 Train loss 0.1799 	 LR 0.0035 	 Train images 400 	 Round 105
Device  3 	 Train loss 0.1751 	 LR 0.0034 	 Train images 400 	 Round 106
Device  3 	 Train loss 0.1703 	 LR 0.0034 	 Train images 400 	 Round 107
Device  3 	 Train loss 0.1747 	 LR 0.0034 	 Train images 400 	 Round 108
Device  3 	 Train loss 0.1835 	 LR 0.0033 	 Train images 400 	 Round 109
Device  3 	 Train loss 0.1689 	 LR 0.0033 	 Train images 400 	 Round 110
Device  3 	 Train loss 0.1672 	 LR 0.0033 	 Train images 400 	 Round 111
Device  3 	 Train loss 0.1760 	 LR 0.0032 	 Train images 400 	 Round 112
Device  3 	 Train loss 0.1802 	 LR 0.0032 	 Train images 400 	 Round 113
Device  3 	 Train loss 0.1821 	 LR 0.0032 	 Train images 400 	 Round 114
Device  3 	 Train loss 0.1824 	 LR 0.0031 	 Train images 400 	 Round 115
Device  3 	 Train loss 0.1837 	 LR 0.0031 	 Train images 400 	 Round 116
Device  3 	 Train loss 0.1788 	 LR 0.0031 	 Train images 400 	 Round 117
Device  3 	 Train loss 0.1783 	 LR 0.0031 	 Train images 400 	 Round 118
Device  3 	 Train loss 0.1736 	 LR 0.0030 	 Train images 400 	 Round 119
Device  3 	 Train loss 0.1801 	 LR 0.0030 	 Train images 400 	 Round 120
Device  3 	 Train loss 0.1638 	 LR 0.0030 	 Train images 400 	 Round 121
Device  3 	 Train loss 0.1819 	 LR 0.0029 	 Train images 400 	 Round 122
Device  3 	 Train loss 0.1778 	 LR 0.0029 	 Train images 400 	 Round 123
Device  3 	 Train loss 0.1767 	 LR 0.0029 	 Train images 400 	 Round 124
Device  3 	 Train loss 0.1733 	 LR 0.0028 	 Train images 400 	 Round 125
Device  3 	 Train loss 0.1858 	 LR 0.0028 	 Train images 400 	 Round 126
Device  3 	 Train loss 0.1678 	 LR 0.0028 	 Train images 400 	 Round 127
Device  3 	 Train loss 0.1757 	 LR 0.0028 	 Train images 400 	 Round 128
Device  3 	 Train loss 0.1940 	 LR 0.0027 	 Train images 400 	 Round 129
Device  3 	 Train loss 0.1763 	 LR 0.0027 	 Train images 400 	 Round 130
Device  3 	 Train loss 0.1788 	 LR 0.0027 	 Train images 400 	 Round 131
Device  3 	 Train loss 0.1824 	 LR 0.0027 	 Train images 400 	 Round 132
Device  3 	 Train loss 0.1711 	 LR 0.0026 	 Train images 400 	 Round 133
Device  3 	 Train loss 0.1764 	 LR 0.0026 	 Train images 400 	 Round 134
Device  3 	 Train loss 0.1800 	 LR 0.0026 	 Train images 400 	 Round 135
Device  3 	 Train loss 0.1817 	 LR 0.0025 	 Train images 400 	 Round 136
Device  3 	 Train loss 0.1749 	 LR 0.0025 	 Train images 400 	 Round 137
Device  3 	 Train loss 0.1859 	 LR 0.0025 	 Train images 400 	 Round 138
Device  3 	 Train loss 0.1842 	 LR 0.0025 	 Train images 400 	 Round 139
Device  3 	 Train loss 0.1631 	 LR 0.0024 	 Train images 400 	 Round 140
Device  3 	 Train loss 0.1851 	 LR 0.0024 	 Train images 400 	 Round 141
Device  3 	 Train loss 0.1900 	 LR 0.0024 	 Train images 400 	 Round 142
Device  3 	 Train loss 0.1875 	 LR 0.0024 	 Train images 400 	 Round 143
Device  3 	 Train loss 0.1817 	 LR 0.0024 	 Train images 400 	 Round 144
Device  3 	 Train loss 0.1789 	 LR 0.0023 	 Train images 400 	 Round 145
Device  3 	 Train loss 0.1883 	 LR 0.0023 	 Train images 400 	 Round 146
Device  3 	 Train loss 0.1856 	 LR 0.0023 	 Train images 400 	 Round 147
Device  3 	 Train loss 0.1910 	 LR 0.0023 	 Train images 400 	 Round 148
Device  3 	 Train loss 0.1815 	 LR 0.0022 	 Train images 400 	 Round 149
Device  3 	 Train loss 0.1865 	 LR 0.0022 	 Train images 400 	 Round 150
Device  3 	 Train loss 0.1722 	 LR 0.0022 	 Train images 400 	 Round 151
Device  3 	 Train loss 0.1904 	 LR 0.0022 	 Train images 400 	 Round 152
Device  3 	 Train loss 0.1797 	 LR 0.0021 	 Train images 400 	 Round 153
Device  3 	 Train loss 0.1800 	 LR 0.0021 	 Train images 400 	 Round 154
Device  3 	 Train loss 0.1778 	 LR 0.0021 	 Train images 400 	 Round 155
Device  3 	 Train loss 0.1733 	 LR 0.0021 	 Train images 400 	 Round 156
Device  3 	 Train loss 0.1858 	 LR 0.0021 	 Train images 400 	 Round 157
Device  3 	 Train loss 0.1786 	 LR 0.0020 	 Train images 400 	 Round 158
Device  3 	 Train loss 0.1921 	 LR 0.0020 	 Train images 400 	 Round 159
Device  3 	 Train loss 0.1905 	 LR 0.0020 	 Train images 400 	 Round 160
Device  3 	 Train loss 0.1809 	 LR 0.0020 	 Train images 400 	 Round 161
Device  3 	 Train loss 0.1813 	 LR 0.0020 	 Train images 400 	 Round 162
Device  3 	 Train loss 0.1913 	 LR 0.0019 	 Train images 400 	 Round 163
Device  3 	 Train loss 0.1835 	 LR 0.0019 	 Train images 400 	 Round 164
Device  3 	 Train loss 0.1901 	 LR 0.0019 	 Train images 400 	 Round 165
Device  3 	 Train loss 0.1793 	 LR 0.0019 	 Train images 400 	 Round 166
Device  3 	 Train loss 0.1839 	 LR 0.0019 	 Train images 400 	 Round 167
Device  3 	 Train loss 0.1851 	 LR 0.0018 	 Train images 400 	 Round 168
Device  3 	 Train loss 0.1862 	 LR 0.0018 	 Train images 400 	 Round 169
Device  3 	 Train loss 0.1911 	 LR 0.0018 	 Train images 400 	 Round 170
Device  3 	 Train loss 0.1824 	 LR 0.0018 	 Train images 400 	 Round 171
Device  3 	 Train loss 0.1812 	 LR 0.0018 	 Train images 400 	 Round 172
Device  3 	 Train loss 0.1880 	 LR 0.0018 	 Train images 400 	 Round 173
Device  3 	 Train loss 0.1931 	 LR 0.0017 	 Train images 400 	 Round 174
Device  3 	 Train loss 0.1901 	 LR 0.0017 	 Train images 400 	 Round 175
Device  3 	 Train loss 0.1989 	 LR 0.0017 	 Train images 400 	 Round 176
Device  3 	 Train loss 0.1881 	 LR 0.0017 	 Train images 400 	 Round 177
Device  3 	 Train loss 0.1891 	 LR 0.0017 	 Train images 400 	 Round 178
Device  3 	 Train loss 0.1930 	 LR 0.0017 	 Train images 400 	 Round 179
Device  3 	 Train loss 0.1823 	 LR 0.0016 	 Train images 400 	 Round 180
Device  3 	 Train loss 0.1928 	 LR 0.0016 	 Train images 400 	 Round 181
Device  3 	 Train loss 0.1923 	 LR 0.0016 	 Train images 400 	 Round 182
Device  3 	 Train loss 0.1788 	 LR 0.0016 	 Train images 400 	 Round 183
Device  3 	 Train loss 0.1972 	 LR 0.0016 	 Train images 400 	 Round 184
Device  3 	 Train loss 0.1919 	 LR 0.0016 	 Train images 400 	 Round 185
Device  3 	 Train loss 0.1947 	 LR 0.0015 	 Train images 400 	 Round 186
Device  3 	 Train loss 0.1935 	 LR 0.0015 	 Train images 400 	 Round 187
Device  3 	 Train loss 0.1908 	 LR 0.0015 	 Train images 400 	 Round 188
Device  3 	 Train loss 0.1952 	 LR 0.0015 	 Train images 400 	 Round 189
Device  3 	 Train loss 0.1923 	 LR 0.0015 	 Train images 400 	 Round 190
Device  3 	 Train loss 0.1988 	 LR 0.0015 	 Train images 400 	 Round 191
Device  3 	 Train loss 0.1941 	 LR 0.0015 	 Train images 400 	 Round 192
Device  3 	 Train loss 0.1981 	 LR 0.0014 	 Train images 400 	 Round 193
Device  3 	 Train loss 0.1915 	 LR 0.0014 	 Train images 400 	 Round 194
Device  3 	 Train loss 0.1927 	 LR 0.0014 	 Train images 400 	 Round 195
Device  3 	 Train loss 0.1886 	 LR 0.0014 	 Train images 400 	 Round 196
Device  3 	 Train loss 0.1995 	 LR 0.0014 	 Train images 400 	 Round 197
Device  3 	 Train loss 0.1875 	 LR 0.0014 	 Train images 400 	 Round 198
Device  3 	 Train loss 0.1993 	 LR 0.0014 	 Train images 400 	 Round 199
Device  3 	 Train loss 0.1993 	 LR 0.0013 	 Train images 400 	 Round 200
Defense dcs on Dataset MNIST.
Finished computations with time: 0:57:19.075052

